geoid,temp,confound,no_unobs,counfound_dp
0,26.394689778652456,0.16084018472962702,26.253919208285144,0.13464747966935994
370630001011,26.242741210061297,-0.8131380803249039,27.05587928531596,-0.39861104691532123
370630001012,25.724600901527637,-1.0090019245804107,26.73360283174966,-0.49668182278610257
370630001021,25.93225833824416,-1.3730661759822274,27.30532452330168,-0.277742787058312
370630001022,25.946321190442465,-0.7466857911361195,26.69300697871617,-0.33094113770895783
370630001023,25.739971844091656,-0.9607508522299171,26.70072270367482,-0.28118509317056295
370630001024,26.310654304924427,-1.0052063336406198,27.315860639609415,-0.4164368134791333
370630002001,26.45154048809606,-0.5347835644957419,26.98632404868078,-0.3326022363994483
370630002002,27.3462903862833,-0.1930588420809067,27.539349231417397,-0.19412703402983408
370630002003,26.70307233361319,-0.31222209829645514,27.015294422607898,-0.19173231076872624
370630003011,26.82219435840066,-0.7692819520181229,27.591476301105182,-0.15451073466326576
370630003012,27.03639182097437,-0.3742889923606927,27.41068082186616,-0.07158110323212859
370630003013,27.36370490286877,0.04452055586946193,27.31918434582754,-0.031150214897901526
370630003021,26.622517541207362,-0.27729471591101973,26.899812259841635,-0.17727482825428253
370630003022,26.853295732614832,-0.158617843611802,27.011913593574334,-0.13311520192383006
370630003023,27.53706657548248,0.10940693135806559,27.427659643451314,-0.0646554034911556
370630004011,25.784345176288703,-1.1302004848534888,26.914545654824646,-0.0662007606575883
370630004012,26.45593833231942,-0.41514539013938073,26.871083713812784,-0.004523193952465779
370630004013,27.36030409273866,0.0760268367622272,27.284277254795526,0.08685435841018153
370630004021,27.207414841897158,-0.31541725366081463,27.522832097585965,0.07191371001732567
370630004022,27.930944293878653,-0.12065265481147064,28.051596952840615,0.05625715493305365
370630005001,27.22459650836349,-0.20717097773944113,27.43176749236442,0.14719178331246166
370630005002,26.689604577025307,-0.45171410213848173,27.141318666883762,0.11796280403184693
370630005003,27.931692297600176,0.48131809782087015,27.450374189998566,0.18194159717991945
370630005004,27.898880203045636,0.6035153713943544,27.295364834876736,0.2480511605011748
370630006001,26.964098785421886,0.7099924670670192,26.25410632233615,0.5243879823459164
370630006002,26.928242806940023,0.5444158013498399,26.383827001896726,0.342822919942439
370630006003,27.754983933993522,0.6724091698947403,27.082574762345843,0.42269597427569183
370630007001,28.4657870029241,0.6431677359627339,27.822619274429456,0.10293932489512582
370630007002,26.977195770161973,0.26781064724547876,26.709385118505686,0.26214538264336396
370630007003,27.5848235001571,0.9282381211299761,26.65658537276842,0.40524389778537945
370630009001,27.430804825213066,0.10446464180545774,27.32634019491717,-0.20028507956043523
370630009002,27.645124697492005,0.0675695710219098,27.57755511745314,-0.14153415988088344
370630010011,27.945310371273692,0.34950581736656594,27.595804545804484,-0.13152473931921474
370630010012,27.147848450542526,-0.36640116150909363,27.514249614944614,-0.07676902404405975
370630010013,27.560173159340643,0.04240881705770567,27.51776435062935,-0.07910277369328826
370630010014,26.908884980167148,-0.3709256559514702,27.279810639306497,-0.13567680143540178
370630010021,26.960291448183256,-0.2839380482401888,27.244229495395803,-0.21213126860352777
370630010022,27.597658525945533,0.11167367158033224,27.485984871474955,-0.17949281356627975
370630010023,27.477847392029233,0.22848901571073132,27.24935836950938,-0.2341121453853945
370630010024,27.645531148623093,0.1266695475164534,27.5188616004376,-0.3278280289297783
370630010025,26.942319905939875,-0.17734274125935046,27.11966265262585,-0.3348336138837009
370630011001,28.301880644193307,0.26431367868379124,28.037566962689784,-0.0009112820126009555
370630011002,28.294241269365628,0.32293800095517433,27.971303267359133,-0.06735461546697809
370630011003,28.107146129771177,0.24579918024376926,27.861346946781516,-0.05651367352443596
370630013011,27.797313288204727,0.2534993914437222,27.543813902314213,0.13141615849162963
370630013012,27.2733148916892,-0.1274486777988002,27.40076358563706,0.18797498271327048
370630013031,27.8543241677866,0.5806975195588149,27.273626640268112,0.27297347714249814
370630013032,28.21878356163436,0.27145682673200405,27.947326723476746,0.23105469049609256
370630013041,27.751429712080288,1.0623174908279944,26.68911223075628,0.40059194067433546
370630013042,27.768396374953117,0.689061961559352,27.079334420325957,0.3882973788751955
370630014001,27.239813884741054,0.13737077961956035,27.102443105219646,0.1568272667828135
370630014002,27.734420635377923,0.08385788114167143,27.65056275648587,0.046251787499172664
370630015011,27.447510383876878,0.018428549048743442,27.42908183353304,0.3070236038111214
370630015031,28.018377219484837,0.5088622181408347,27.509515001830344,0.02474497862606363
370630015041,27.427601496019076,0.32968326948422333,27.097918225440193,0.40503659306265904
370630015042,28.079516282224496,0.36797640565915224,27.711539881519595,0.28466672674951576
370630015051,27.920923046767104,0.06122709821255242,27.859695950692902,0.17004984356977018
370630015052,28.133073233476434,-0.17163925351242204,28.304712483623003,0.23419146247269151
370630015053,28.112195884370866,-0.1154294716510116,28.22762535081998,0.25006515272332763
370630016011,25.337986438147393,-0.8146444216359404,26.152630872504655,-1.2238762718747633
370630016014,25.695484029583856,-0.6646132564153472,26.360097280413648,-0.9690366541404777
370630016035,25.49441856266607,-0.4412732021966433,25.935691762764748,-0.6254535186067688
370630016043,25.838281534425523,-0.22301681576622653,26.06129834342874,-0.32438274531323935
370630016044,25.915605356989175,-0.0643538072792438,25.979959168230895,-0.10429820574627016
370630016047,25.632014185784925,-0.33777634893975605,25.969790540724794,-0.4834674566852016
370630017051,26.939488227425315,0.008627585217935047,26.930860645402074,0.02393121365303353
370630017052,25.303538825130946,-1.4812297239572914,26.784768549288977,-0.22139083349433955
370630017053,26.116341184131553,-0.8483697254871306,26.964710912161596,-0.40616796927040305
370630017054,26.224887808913866,-0.6360364800252297,26.86092429175769,-0.28740540497177824
370630017055,26.701101331161766,-0.5885571124626298,27.289658444117208,-0.14095498038686508
370630017061,27.670754306278933,0.4424860607195349,27.228268234676044,0.2740995840937313
370630017062,26.577857681793745,0.4671065588312107,26.110751125130538,0.41559446173601255
370630017063,26.500934006024806,0.39880821931273297,26.10212578877306,0.43591224410563667
370630017064,27.36265056162886,0.3849202030907409,26.97773036391275,0.3543002277474875
370630017081,25.939364475350022,-0.5545617700355101,26.493926242482193,-0.7707045190891901
370630017082,26.034175443951067,-0.636476036661465,26.670651497599792,-0.9055427098168113
370630017083,26.593074299094333,-0.5241435148896014,27.117217805107344,-0.7311270351649968
370630017084,25.588687078800717,-0.6503638775715821,26.23905095773779,-0.936249145788395
370630017091,25.74734444924634,-0.7317881385716322,26.479132591250554,-0.6938725539276291
370630017092,25.761927082000025,-0.6714056754858351,26.433332765110777,-0.5953743364213638
370630017093,25.763880606192583,-0.5445689155559224,26.308449518419064,-0.6560433884493612
370630017094,26.83061439609031,-0.5415378070811856,27.372152202180384,-0.5722652562199609
370630017095,27.06636480317302,-0.6044399226095574,27.670804729736385,-0.5730543558432846
370630017096,25.765056195809517,-0.6417413213243063,26.40679751795878,-0.7966090459879693
370630017097,27.011315017820817,-0.6421125163917599,27.653427531905407,-0.5163860636534411
370630017101,26.402285271969262,-0.5409657106881639,26.943250985882795,-0.444941927069303
370630017102,25.85718806950378,-0.4340754974968181,26.291263566464078,-0.5548277709627398
370630017103,26.463718314754882,-0.5055523197864185,26.969270641324307,-0.5909641989532965
370630017111,26.26362524420214,-0.3867546036875798,26.65037984775433,-0.4585809305387806
370630017112,26.96104712023986,-0.3198151521657146,27.280862272525546,-0.29478363594410806
370630017113,26.36020907329424,-0.27689588060435505,26.637104948789336,-0.3654498055541979
370630017121,27.199522325963958,-0.2474269052363587,27.446949232005995,-0.15741323617898392
370630017122,26.255440707238588,-0.12572704901432652,26.38116776666197,-0.14987823078916426
370630017123,25.971473967113727,-0.00517435494815089,25.976648324804266,-0.03378707516845767
370630017124,26.06995347192092,-0.20245594624693608,26.272409421924785,-0.29296366649757505
370630017131,26.546986417870773,0.14032575839601066,26.406660655707643,0.15936673527367806
370630017132,26.87261583638564,0.1150707134248427,26.757545116833423,0.09931264213853461
370630017133,26.76848575007059,0.19010206000945865,26.578383691669675,0.15174443889857883
370630017134,27.643534699356312,0.32036490286462316,27.323169797454558,0.27231579862243577
370630018011,26.056431004382134,-0.5569049676375066,26.613335977134522,-0.8553545707251875
370630018012,26.16358032622534,-0.5158286786286024,26.67940899778743,-0.5402411671521593
370630018013,25.519511782810568,-0.4630389430008263,25.998070917209436,-1.4286234844735433
370630018014,25.28033808554506,-0.6981056653740764,25.97844374923168,-0.8979378436145999
370630018015,26.084760059578965,-0.764328503922033,26.849088564274883,-0.5621098760637283
370630018016,25.609348661092223,-0.5246672999315636,26.13401596288343,-0.9138175490858081
370630018017,25.35751116422144,-0.7191313580858711,26.07974161483441,-1.2868223236185619
370630018021,26.324326960979928,-0.5871363361740953,26.911463286126,-0.41851846321992825
370630018022,26.062721749020962,-0.6549038819032483,26.717625626809955,-0.49774392189641137
370630018023,26.67349704396737,-0.2553227913254853,26.9288198453438,-0.2931877190726391
370630018024,25.980374617211705,-0.7320546942336278,26.71242931232378,-0.13391210893615985
370630018061,25.72514494307107,-0.6173722333957966,26.34251718123111,-0.9068707448210225
370630018062,25.267746575918956,-0.6268010876122739,25.920864310820622,-1.0357261241974696
370630018063,25.14599276303132,-0.6899023209097099,25.83589508430839,-0.9096017335850699
370630018064,25.471252817006217,-0.7079173486167207,26.17917016861156,-0.8295043964995267
370630018065,25.49066823965268,-0.6179711709807965,26.122105653229198,-1.2991387256519336
370630018081,26.359841074539915,-0.320247208473689,26.680088286146333,-0.5640566283351816
370630018082,26.317334204376237,-0.1976273889380477,26.514961596452533,-0.2925431228148583
370630018083,26.76829012839979,-0.3690533938762693,27.134469311248925,-0.6810715451416056
370630018084,26.19435478923395,-0.12399563705163306,26.318811749466402,-0.335186601719183
370630018091,27.391654633853822,0.1507998852655146,27.240854753109247,0.03245778730686954
370630018092,26.930713372564696,0.02713679627113291,26.90357658002618,0.10944973650903654
370630018093,26.707010299711943,0.06951994387649317,26.637490357601738,-0.07505830022441949
370630018094,26.285318018970447,-0.1999797715736252,26.485297790067477,-0.057442806120689756
370630018095,27.476580392093847,0.20105861334596106,27.275521769129043,0.13920039533388068
370630018101,26.02877106906294,-0.28265107341652096,26.31142214748684,-0.39249752370764524
